,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
116,0,,24752,tt1125254,ja,Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight...until Goku transforms into Super Saiyan.",5.425533,1991-07-20,0.0,48.0,Released,,Dragon Ball Z: Cooler's Revenge,6.7,97.0
117,2000,https://buy.tromamovies.com/product_info.php?products_id=543,19719,tt0316187,en,LolliLove,"A hip, misguided Southern California couple decide to make a difference in the lives of the homeless by giving them lollipops with a cheery slogan on the wrapper.",1.677933,2004-11-21,0.0,64.0,Released,,LolliLove,6.1,8.0
118,500000,,55069,tt0159603,en,The Delivery,Sometimes the easiest jobs get a little complicated,0.068057,1999-09-16,0.0,99.0,Released,,The Delivery,4.0,1.0
119,0,,52628,tt1282155,fr,L'Homme de Chevet,"Muriel is beautiful, free-spirited and bed-ridden since a horrific accident. Leo is a drunk middle-aged ex-boxer. Desperate for work and unqualified, he interviews for Muriel, who hires him to cook and care for her against her better judgment. Initially out of his depth, Leo slowly wins Muriel's trust. As Muriel teaches him to read, he forces her to confront the joys beyond her window.",1.304441,2009-11-18,0.0,93.0,Released,,Cartagena,6.1,12.0
120,0,,119617,tt0080895,en,How to Beat the High Co$t of Living,"Oregon, 1980: Jane, Elaine and Louise are all feeling the effects of inflation and cannot afford, as the title states, the high cost of living. Jane cannot afford a babysitter or get married and if she wants privacy with her boyfriend, she has to sleep in the car. Even worse, her war veteran father comes to live with her to turn her life upside down. Louise lives a happy life with her veterinarian husband, Albert. She runs an antique shop on the side, but since it doesn't take in any profit, the IRS considers it a hobby. She needs to come up with the money to keep it going, or she will be trouble with the IRS. Elaine's husband has left her for another woman and without any money. She is in a constant struggle with banks, power companies, and gas stations. She needs money to get by and also catches the eye of police officer Jack. The local mall is having a contest that features a giant money ball that states it will help fight the inflation...",0.775043,1980-07-11,0.0,105.0,Released,"A hilarious new comedy for everyone who ever wanted to give the oil companies gas pains, turn off the power companies lights and make the banks stand in line for a change.",How to Beat the High Co$t of Living,5.8,7.0
121,0,http://www.toshokan-sensou-movie.com,193502,tt2315236,ja,図書館戦争,"Set in the year 2019 in Japan. In order to crack down on free expression, a new law is passed, which allows for the government to create an armed force to find and destroy objectionable printed material. Meanwhile, to oppose this oppressive crackdown, the Library Force is created. The Library force, including instructor Atsushi Dojo and Iku Kasahara, work to protect the libraries. A fierce battle then ensues between these two groups.",0.433843,2013-04-26,0.0,128.0,Released,I want to protect books just like the one I admire,Library Wars,5.5,3.0
122,500000,,24079,tt0283077,en,Triggermen,One of two deadly hired kilers switches places with one of a duo of conmen in order to pursue love.,0.447803,2002-01-01,0.0,92.0,Released,,Triggermen,4.7,3.0
123,800000,http://www.deadsnow.com,14451,tt1278340,no,Død snø,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,7.974726,2009-01-09,1984662.0,91.0,Released,"Eins, Zwei, Die!",Dead Snow,6.1,313.0
124,0,,42752,tt0025499,en,Midnight,"Jury foreman Edward Weldon's questioning leads to the death sentence for Ethel Saxon. His daughter Stella claims to have killed her lover, the gangster Garboni, just as Saxon was to sit in the electric chair.",0.521537,1934-03-17,0.0,76.0,Released,,Midnight,3.1,5.0
125,0,,54690,tt0253378,ko,오! 수정,"Wealthy Jae-hoon meets attractive writer Soo-jung through their mutual friend, filmmaker Young-soo. While Jae-hoon tries to pursue a romance with Soo-jung, things get complicated when it becomes apparent that Young-soo also has feelings for the young woman.",0.805995,2000-05-27,0.0,126.0,Released,,Virgin Stripped Bare by Her Bachelors,7.1,7.0
126,0,,192137,tt1859558,en,Not Waving But Drowning,"Not Waving But Drowning is a chronological look at growing up, formed from two different stories. The two sets of friends represent the American dilemma between what you have known and what you hope to know; the tear between longing for the past and the desire to explore.",0.642468,2012-06-06,0.0,100.0,Released,,Not Waving But Drowning,7.3,3.0
127,2650000,,898,tt0055798,en,Birdman of Alcatraz,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",4.471515,1962-07-03,3100000.0,147.0,Released,Inside the rock called Alcatraz they tried to chain a volcano they called,Birdman of Alcatraz,7.0,71.0
128,0,,84419,tt0038621,en,House of Horrors,"An unsuccessful sculptor saves a madman named ""The Creeper"" from drowning. Seeing an opportunity for revenge, he tricks the psycho into murdering his critics.",0.222814,1946-03-29,0.0,65.0,Released,Meet...The CREEPER!,House of Horrors,6.3,8.0
129,0,,136106,tt0021969,en,Honor Among Lovers,"A businessman (Fredric March) falls for his secretary (Claudette Colbert), but she marries a shady character (Monroe Owsley) who causes trouble for both of them.",0.010595,1931-03-21,0.0,75.0,Released,,Honor Among Lovers,0.0,0.0
130,8000000,,31611,tt0114928,en,White Man's Burden,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.",1.834099,1995-12-01,0.0,89.0,Released,Reality Just Switched Sides,White Man's Burden,5.1,25.0
131,800000,,169758,tt2180571,en,The Stranger Within,"After a traumatic ordeal, acclaimed actress Emily Moore and her psychiatrist husband, Robert, escape on a relaxing vacation to a gorgeous remote Mediterranean island. But on the first night at the house, a young girl arrives, blood on her hands and hysterical from the death of her boyfriend in a hiking accident. Robert offers to take in and help the young girl, but her suggestive behavior makes Emily wonder if she might be a threat to their marriage... or her life.",3.40629,2013-05-01,0.0,90.0,Released,Careful who you let in,The Stranger Within,4.4,25.0
132,0,,174928,tt0008950,de,Carmen,"The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus damnation.",0.259942,1918-12-20,0.0,80.0,Released,,Carmen,4.8,4.0
133,0,,173151,tt0400297,es,El chocolate del loro,,0.028043,2004-10-29,0.0,,Released,,El chocolate del loro,0.0,0.0
134,0,,67276,tt3367188,en,Absurda,A group of people are sitting in a theatre watching a movie when one realises that the woman on the screen is her. (IMDb),0.581896,2007-05-16,0.0,2.0,Released,,Absurda,6.8,12.0
135,0,,403011,tt3562572,en,Being George Clooney,"A documentary that delves into the creative, often humorous world of audio dubbing a Hollywood motion picture for the international market.",0.100793,2016-02-06,0.0,88.0,Released,,Being George Clooney,4.0,1.0
136,0,http://www.solarfilms.com/elokuvat/kaikki/lomalla/en_GB/south/,53500,tt0248965,en,Lomalla,"The feature film produced by Solar Films has the title The South. It is a comedy of crime, romance and deception played out against the background of a vacation under the Mediterranean sun.",0.177569,2000-12-01,0.0,85.0,Rumored,,Lomalla,5.6,5.0
137,0,,14726,tt1149592,fr,Espion(s),"Vincent is a bright young man but has introverted personality. He is working as a baggage handler at an airport and refuses to follow a career path accordingly to his education. With his colleague, Gerard, Vincent used to steal objects from the luggage in the hold before shipment. As he opens a diplomatic baggage, Gerard provokes an explosion and dies.",2.180653,2009-01-28,0.0,99.0,Released,,Espion(s),5.9,14.0
138,0,,25293,tt0264695,en,The Hound of the Baskervilles,"The mysterious death of Sir Charles Baskerville is blamed on a longstanding curse that has followed the Baskerville family for two hundred years. Enigmatic sleuth Sherlock Holmes is on the case to uncover the truth about a monstrous, supernatural hound who roams the moors, waiting to attack the latest heir to the Baskerville estate. Written by Echo Bridge Home Entertainment",0.937805,2000-10-28,0.0,90.0,Released,,The Hound of the Baskervilles,6.4,7.0
139,0,http://housefull.erosentertainment.com/,58051,tt1573072,hi,हाउसफुल,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",1.974336,2010-04-30,0.0,135.0,Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,31.0
140,0,,18722,tt0104926,en,Mr. Baseball,"Jack Elliot, a one-time MVP for the New York Yankees is now on the down side of his baseball career. With a falling batting average, does he have one good year left and can the manager of the Chunichi Dragons, a Japanese Central baseball league find it in him?",11.950477,1992-10-01,20000000.0,108.0,Released,He's the biggest thing to hit Japan since Godzilla!,Mr. Baseball,5.8,37.0
141,0,,2923,tt0120594,en,B. Monkey,"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.",2.399824,1998-11-07,0.0,94.0,Released,Trouble never looked so good.,B. Monkey,5.8,14.0
142,0,,194523,tt2332707,cn,盲探,A cop is forced into early retirement due to retinal damage. But after witnessing a bank robbery along with a female inspector - who believes he has acute senses - they team up in hope to solve the case.,2.536129,2013-07-04,0.0,130.0,Released,,Blind Detective,6.3,38.0
143,0,,35123,tt0039080,en,The Verdict,"Forced to retire because his techniques are deemed ""old-fashioned,"" a Scotland Yard detective and his friend conspire to dupe a young arrogant detective by committing the perfect murder.",0.701376,1946-11-23,0.0,86.0,Released,,The Verdict,5.4,9.0
144,0,,62637,tt0097195,ko,달마가 동쪽으로 간 까닭은,"Three people live in a remote Buddhist monastery near Mount Chonan: Hyegok, the old master; Yong Nan, a young man who has left his extended family in the city to seek enlightenment - Hyegok calls him Kibong!; and, an orphan lad Haejin, whom Hyegok has brought to the monastery to raise as a monk. The story is mostly Yong Nan's, told in flashbacks: how he came to the monastery, his brief return to the city, his vacillation between the turbulence of the world and his hope to overcome passions and escape the idea of self. We also see Hyegok as a teacher, a protector, and a father figure, and we watch Haejin make his way as a curious and nearly self-sufficient child.",0.212889,1989-09-23,0.0,137.0,Released,,Why Has Bodhi-Dharma Left for the East?,6.8,6.0
145,1131974,,318007,tt2071582,no,Skumringslandet,"The investigation of a mysterious serial-killer in a mountain village, set in Norway in the mid 1300s.",0.698991,2014-10-10,0.0,90.0,Released,,The Veil of Twilight,6.2,3.0
146,39200000,http://snowpiercer-film.com/,110415,tt1706620,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",14.131906,2013-08-01,86758912.0,126.0,Released,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,6.7,2910.0
147,0,,58306,tt0449880,en,Devo: The Complete Truth About De-Evolution,"Now, the complete truth can be told...Devo, the seminal New Wave audio-visual concept band made a career out of setting to music video their Dada-gone-camp theory of de-evolution and its riotous rebuke of corporate culture. Punk/New Wave mad scientists Devo were among the few bands to understand the music video's potential as art form during its infancy in the eighties. Their brilliant and bizarre videos were compiled on VHS and then on laser disc; that long out-of-print disc, The Complete Truth About De-Evolution, has finally arrived on DVD, which should please longtime fans of this eclectic outfit.",4e-06,1993-11-19,0.0,90.0,Released,Now it can be told...,Devo: The Complete Truth About De-Evolution,0.0,0.0
148,7000000,,399612,tt4074928,es,Proyecto Lázaro,"Marc, a successful, ambitious man, is diagnosed with terminal cancer, and is given a few months to live.  Unable to accept death, he decides to cryogenically freeze himself. The love of his life is devastated. Seventy years later, Marc becomes the first cryogenic resuscitated person in history. But this doesn't happen in the idealized way he dreamt of.",3.493907,2016-12-13,0.0,112.0,Released,Immortality is only a matter of time.,Realive,5.8,37.0
149,0,,117479,tt0087566,de,Klassenverhältnisse,"A young man (Christian Heinisch), recently arrived in New York from Europe, becomes swept up in a series of events that are beyond his knowledge or control.",0.011656,1984-02-21,0.0,127.0,Released,,Class Relations,7.0,2.0
150,0,,145760,tt0219233,ru,Падал прошлогодний снег,Funny adventures of the clumsy fellow whom his wife dispatched to the forest to bring home a New Year tree...,0.659367,1983-01-01,0.0,20.0,Released,,Last Year's Snow Was Falling,6.4,7.0
151,23000000,,9349,tt0105698,en,Universal Soldier,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",8.035769,1992-07-10,0.0,102.0,Released,The future has a bad attitude.,Universal Soldier,5.8,382.0
152,0,,174615,tt0439783,en,Return to Source: The Philosophy of The Matrix,"An hour long discussion on the philosophical concepts that inspired, and are presented in the trilogy. This is one of the two feature-length documentaries on disc number 8 of the 10-Disc Ultimate Set.",0.478635,2004-12-07,0.0,61.0,Released,,Return to Source: The Philosophy of The Matrix,6.5,5.0
153,0,http://www.whencomedywenttoschool.com/,209556,tt2167056,en,When Comedy Went to School,The birth of modern stand-up comedy began in the Catskill Mountains - a boot camp for the greatest generation of Jewish-American Comedians.,0.137572,2013-06-06,0.0,83.0,Released,,When Comedy Went to School,6.5,1.0
154,0,,47439,tt0189142,fr,Le temps retrouvé,"Marcel Proust (1871-1922) is on his deathbed. Looking at photographs brings memories of his childhood, his youth, his lovers, and the way the Great War put an end to a stratum of society. His memories are in no particular order, they move back and forth in time. Marcel at various ages interacts with Odette, with the beautiful Gilberte and her doomed husband, with the pleasure-seeking Baron de Charlus, with Marcel's lover Albertine, and with others; present also in memory are Marcel's beloved mother and grandmother. It seems as if to live is to remember and to capture memories is to create a work of great art. The memories parallel the final volume of Proust's novel.",1.548837,1999-05-19,0.0,169.0,Released,,Time Regained,7.3,11.0
155,0,,137079,tt2380594,ar,الشتا إللى فات,"Amr is a 35 year old man who wakes up one day to a very different Egypt. Amr rarely leaves home as he works from his place designing software. It is January 25, 2011 and Amr starts the day with news of protests all over Cairo and marches leading to Tahrir square. Something tells him that these protests will lead to major political change. Farah, a woman in her early 30’s, is a news anchor on Egyptian television. The news Farah gives her audience is very different from the news presented online or on international news channels.",0.542998,2013-08-23,0.0,96.0,Released,The Pain That Caused a Fury,The Winter of Discontent,5.0,1.0
156,0,http://www.reich-derfilm.at/,167618,tt2180549,de,Der Fall Wilhelm Reich,"At the end of his life, Wilhelm Reich - psychiatrist and experimental scientist searching for the fundamentals of life - finds himself on trial, charged with deception. His dream of liberating human individuality makes him a dangerous opponent of an American system that is striving after 1945 for global hegemony, using all available means. Was it madness to believe in man's liberty or was Reich simply in the wrong place at the wrong time, and, being a holistic global thinker, accurately observing far-reaching socio-political linkages? Ten years after his mysterious death, his writings, once burnt by the US FDA, become an important source of inspiration for a '68 generation in revolt.  Written by Novotny &amp; Novotny",0.288609,2013-01-17,0.0,110.0,Released,,The Strange Case of Wilhelm Reich,6.0,1.0
157,0,http://www.faroestecabocloofilme.com.br/,195423,tt1869416,pt,Faroeste Caboclo,"An adaptation of the eponymous song by Renato Russo, a famous Brazilian singer and composer who in the style of Bob Dylan knew how to delight crowds by telling stories and singing with his lyrics. Focusing on the love story of outlaw João do Santo Cristo with Architecture major student Maria Lúcia, the movie takes place in Brasilia in the early 80s. In a clash of interest, drug dealers and the police conflict with one another,while the end of the military dictatorship in the Capital of Brazil, Brasilia takes place. The wanderings and tedium of a young rocker, who lived in a city still being built, are the backdrop for this story.",2.53363,2013-05-31,0.0,108.0,Released,,Brazilian Western,6.1,41.0
158,2500000,,62614,tt1382722,fi,Hella W,,0.447029,2011-01-01,0.0,0.0,Released,,Hella W,6.3,3.0
159,0,,68659,tt0067216,en,The Horsemen,"In the poor, desolate northern provinces of the mountainous feudal Sunni kingdom of Afghanistan (before the Soviet-engineered republican revolutions), the status of the proud men and their clans is determined less by wealth or even military power (both rare) then by victories in the ancient, though game of buskashi, a vicious form of polo dating back to Genghis Khan, in which the chapendaz (participating horsemen) use their horse-whips on both mounts and rivals in a ruthless fight for a heavy 'ball', a dead calf, which must be carried a long way, almost impossible with all the others mercilessly assailing. Tursen, a former champion, now holds the status of village notable thanks to his position as stable-keeper of the regional lord Osman Bey, and has finally bred a horse without equal, the white stallion Jahil, in time for the royal tournament on the plain of Bagrami, just outside the capital Kabul...",0.000844,1971-08-16,0.0,109.0,Released,A Horse Worth Killing For. A Dream Worth Dying For.,The Horsemen,6.0,5.0
160,0,,123049,tt0090223,en,Twice in a Lifetime,"A middle-aged steelworker is content with his job and his family, but feels that something is missing in his life. On his 50th birthday, he stops in at a local bar for a drink to celebrate. He finds himself attracted to the young, very sexy barmaid--and, to his surprise, he finds that she is also very attracted to him.",0.86176,1985-10-23,0.0,111.0,Released,,Twice in a Lifetime,6.0,6.0
161,0,,105347,tt0066936,pt,Como Era Gostoso o Meu Francês,"In 1594 in Brazil, the Tupinambás Indians are friends of the Frenches and their enemies are the Tupiniquins, friends of the Portugueses. A Frenchman (Arduíno Colassanti) is captured by the Tupinambás, and in spite of his trial to convince them that he is French, they believe he is Portuguese. The Frenchman becomes their slave, and maritally lives with Seboipepe (Ana Maria Magalhães). *Contains Spoilers* Later, he uses powder in the cannons that the Portuguese left behind to defeat the Tupiniquins in a battle. In order to celebrate the victory, the Indians decide to eat him.",1e-06,1971-06-01,0.0,84.0,Released,The Beginning of the Exploitation of Brazil,How Tasty Was My Little Frenchman,4.8,4.0
162,1500000,,121565,tt1835955,en,Errors of the Human Body,"Canadian scientist Dr Geoff Burton takes up a position at a new institute in wintry Dresden, Germany.  His contribution to their most important project - a human regeneration gene-has the potential to make something miraculous out of a personal tragedy that has haunted him for years.  Errors of the Human Body is about one  man's quest for redemption from his own disturbing past, set within the mysterious world of genetic engineering.",2.285454,2012-09-23,0.0,102.0,Released,,Errors of the Human Body,5.6,24.0
163,0,,31244,tt0174917,en,Merlin's Shop of Mystical Wonders,"Two creepy ""horror"" films joined together by Merlin's Shop which is, in turn, introduced by a Grandpa telling the story.",0.908117,1996-01-01,0.0,92.0,Released,,Merlin's Shop of Mystical Wonders,2.1,9.0
164,0,,150897,tt2371834,de,Paradies: Hoffnung,"Hope, the third film in the PARADISE TRILOGY, tells the story of the 13-year-old Melanie. While her mother (Teresa) travels to Kenya, Melanie spends her holiday in the Austrian countryside at a strict diet camp for overweight teenagers. Under the supervision of a tattooed trainer and a creepy doctor, the teenagers attempt to do sports during the day and secretly get drunk in the evening. Between physical education and nutrition counseling, pillow fights and her first cigarette, Melanie falls in love with the doctor who is 40 years her senior.",2.340258,2013-02-08,6701.0,92.0,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,Paradise: Hope,5.9,36.0
165,0,,247451,tt0046561,en,The Yellow Balloon,"One of two young boys accidentally falls to his death when playing in a bombed-out London neighborhood. Frankie, the survivor feels guilty about his friend's death. Len, a petty thief who has just killed a pub owner during a botched robbery, learns of the accident. He poses as Frankie's friend and blackmails the boy into stealing from his parents to finance Len's escape. When Len decides that Frankie may know enough to connect him with the murder, he decides to silence the boy in a tense ""hide and seek"" chase through the ruins.",0.848466,1953-02-10,0.0,76.0,Released,A boy feels guilt when his friend dies while they are playing in the ruins of a bombed London neighbourhood.,The Yellow Balloon,0.0,0.0
166,0,,145,tt0115751,da,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",8.558688,1996-05-13,3803298.0,159.0,Released,Love is a mighty power.,Breaking the Waves,7.2,213.0
167,30000000,,10922,tt0308383,en,The Human Stain,"Coleman Silk is a worldly and admired professor who loses his job after unwittingly making a racial slur. To clear his name, Silk writes a book about the events with his friend and colleague Nathan Zuckerman, who in the process discovers a dark secret Silk has hidden his whole life. All the while, Silk engages in an affair with Faunia Farley, a younger woman whose tormented past threatens to unravel the layers of deception Silk has constructed.",8.408429,2003-10-29,0.0,106.0,Released,How far would you go to escape the past?,The Human Stain,6.1,124.0
168,0,,84337,tt0023202,en,Me and My Gal,"The film tells the story of jaunty young policeman Danny Dolan (Tracy), who falls in love with waterfront cafe waitress Helen Riley (Bennett)",0.429111,1932-12-04,0.0,79.0,Released,,Me and My Gal,4.8,4.0
169,500000,http://www.meancreekmovie.com/,12281,tt0377091,en,Mean Creek,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",12.428269,2004-01-15,603943.0,90.0,Released,"Beneath the surface, everyone has a secret.",Mean Creek,6.9,110.0
170,0,,169355,tt0025239,en,Here Is My Heart,"A rich and famous singer disguises himself as a waiter in order to be near the woman he loves, a European princess.",0.18136,1934-12-28,0.0,77.0,Released,,Here Is My Heart,7.5,2.0
171,0,,128129,tt1937419,en,London: The Modern Babylon,"Director Julien Temple (The Great Rock 'n' Roll Swindle, The Filth and the Fury) surveys the past century of London's tumultuous history in this vibrant documentary. (TIFF)",1.018079,2012-08-03,0.0,129.0,Released,,London: The Modern Babylon,7.2,5.0
172,15000000,,13768,tt0283084,en,Tuck Everlasting,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",5.951492,2002-10-11,19158074.0,90.0,Released,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,133.0
173,0,,283698,tt3344922,en,Hungry Hearts,The relationship of a couple who meet by chance in New York City is put to the test when they encounter a life or death circumstance.,4.543452,2015-01-15,6921.0,109.0,Released,,Hungry Hearts,6.6,50.0
174,3000000,,14698,tt0053318,en,"Suddenly, Last Summer",The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,7.007423,1959-12-22,0.0,114.0,Released,"Suddenly, last summer, Cathy knew she was being used for something evil!","Suddenly, Last Summer",7.0,47.0
175,10000,http://www.bigbitingpigproductions.com/SpiritStalkers.html,115451,tt2402701,en,Spirit Stalkers,"The Spirit Stalkers reality show, once a big hit, faces cancellation without a ratings boost, which leads the investigative team to Gloria Talman, whose house is rampant with unexplained ghostly activity.",0.078828,2012-06-16,0.0,97.0,Released,,Spirit Stalkers,2.0,2.0
176,0,,99863,tt0032476,en,Flight Angels,"Federal Airlines ace pilot Chick Faber is grounded by Flight Superintendent Bill Graves when a doctor says his eyesight is failing. Aided by Mary Norvell and Nan Hudson, Graves persuades Chick to take a job as teacher in the school for airline hostesses, and Chick and Mary get married. He learns that the Army is going to test a stratosphere plane that he and Artie Dixon designed and feels that he should make the first flight but permission is refused.",0.004679,1940-05-18,0.0,74.0,Released,Women Are TOUGH Angels... They Can Handle Anything That Flies... Except A Pilot!,Flight Angels,0.0,0.0
177,280,,53863,tt0027040,en,Star of Midnight,A dancer disappears from a theater and then William Powell and society beauty Ginger Rogers solve the murder.,0.110801,1935-04-19,831.0,90.0,Released,"The titian-haired star of ""Gay Divorcee"" and ""Roberta"" joins hands with the master of all screen sleuths in a sparkling, mystery drama breathless with thrills...",Star of Midnight,5.3,3.0
178,9000000,,8069,tt0062711,en,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",14.304205,1968-10-10,2500000.0,98.0,Released,See Barbarella do her thing!,Barbarella,5.7,149.0
179,0,,67087,tt0085385,en,Curtains,Six young actresses auditioning for a movie role at a remote mansion are targeted by a mysterious masked murderer.,1.436731,1983-03-04,0.0,89.0,Released,"Six beautiful girls, trying to get ahead... when the curtains fall, five will be dead.",Curtains,5.0,23.0
180,25000000,,29584,tt0092042,en,Tai-Pan,"The film begins following the British victory of the first Opium War and the seizure of Hong Kong. Although the island is largely uninhabited and the terrain unfriendly, it has a large port that both the British government and various trading companies believe will be useful for the import of merchandise to be traded on mainland China, a highly lucrative market.",2.456811,1986-11-07,0.0,127.0,Released,Smuggler. Prince. Murderer. Father. Sinner. Saint.,Tai-Pan,4.3,6.0
181,0,,83429,tt0057637,en,Vechera na Khutore bliz Dikanki,"Funny story about how on Christmas Eve in the Ukrainian village of beguiled the devil and how mighty Vakula managed to overcome evil spirits, and to take his bride to the king's slippers. A screen adaptation of Nikolai Gogol ""The Night Before Christmas.""",1.203389,1961-12-30,0.0,69.0,Released,,Evenings on a Farm near Dikanka,6.5,8.0
182,3600000,http://www.paranormalwhacktivity.com/,217787,tt1757831,en,Paranormal Whacktivity,"A sexy and hilarious spoof about a couple who have just moved into a new home to consummate their relationship, but find peril around every corner due to an evil presence that haunts them whenever they attempt to be intimate.",1.700237,2013-07-24,0.0,89.0,Released,,Paranormal Whacktivity,3.3,16.0
183,6500000,,925,tt0097216,en,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",10.465403,1989-06-30,37295445.0,120.0,Released,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,301.0
184,0,,337874,tt4437216,en,Goat,"Reeling from a terrifying assault, a nineteen year old enrolls into college with his brother and pledges the same fraternity. What happens there, in the name of 'brotherhood,' tests him and his loyalty in brutal ways.",2.523707,2016-09-23,23020.0,102.0,Released,Cruelty. Brutality. Fraternity.,Goat,5.3,50.0
185,0,,4938,tt0049431,en,The Last Frontier,Three trappers become scouts for a cavalry captain (Guy Madison) who loses his fort to a hated colonel (Robert Preston).,0.758097,1955-12-07,0.0,98.0,Released,,The Last Frontier,5.6,8.0
186,0,,382589,tt5351818,fr,Rock'n Roll,"Guillaume Canet is told by a young co-star that he's no longer Rock'n' Roll and can't sell films anymore. He then tries to prove her wrong and gets help from his girlfriend, Marion Cotillard.",6.677459,2017-02-15,0.0,123.0,Released,,Rock'n Roll,5.4,194.0
187,0,https://www.facebook.com/pages/Bad-Johnson/612081452202527,258805,tt2091325,en,Bad Johnson,"Women are practically throwing themselves at Rich and he can’t seem to control himself. But he continually blames his penis, which seems to have a mind of its own. After ruining yet another promising relationship with Jamie, Rich has finally had enough and wishes his penis would just leave him alone. The next morning, Rich wakes up to find his wish has come true and his johnson is no longer on his body. Even worse, Rich is shocked to discover that his penis has taken human form...",2.53601,2014-05-02,0.0,88.0,Released,Say hello to his little friend!,Bad Johnson,4.5,46.0
188,2000000,http://thebabadook.com/,242224,tt2321549,en,The Babadook,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",8.832788,2014-05-22,6676471.0,93.0,Released,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",The Babadook,6.5,1890.0
189,0,,191874,tt0120222,en,Stranger in the House,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",0.127077,1997-01-01,0.0,94.0,Released,When the lights go out... the terror begins,Stranger in the House,0.0,0.0
190,0,,135390,tt0073946,sv,Ägget är löst!,"A fairy tale and satire about a wealthy industrialist, whose son has been subdued and oppressed and totally uninterested in his father's business.",0.661863,1975-03-17,0.0,107.0,Released,,The Softening of the Egg,5.3,3.0
191,24000000,,9948,tt0465997,en,The Fox and the Hound 2,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.",7.432461,2006-11-09,0.0,69.0,Released,Old Friends New Adventure,The Fox and the Hound 2,5.6,115.0
